country,country_code,year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf
Slovenia,SVN,2009,2039669.0,101.245371243634,52.433,47.567,100.0,19.6,100.0,16.8902
Slovenia,SVN,2010,2048583.0,101.685826607499,52.658,47.342,100.0,20.1,100.0,17.1627
Slovenia,SVN,2011,2052843.0,101.898292465005,52.883,47.117,100.0,19.1,100.0,16.0823
Slovenia,SVN,2012,2057159.0,102.114049151928,53.108,46.892,100.0,20.2,100.0,15.5193
Slovenia,SVN,2013,2059953.0,102.281678252234,53.332,46.668,100.0,22.5,100.0,15.5139
Slovenia,SVN,2014,2061980.0,102.382323733863,53.557,46.443,100.0,22.9,100.0,14.1302
Slovenia,SVN,2015,2063531.0,102.446109241111,53.781,46.219,100.0,21.4,100.0,14.2991
Slovenia,SVN,2016,2065042.0,102.52417833383,54.02,45.98,100.0,21.0,100.0,15.0252
Slovenia,SVN,2017,2066388.0,102.610871929328,54.273,45.727,100.0,19.7,100.0,15.3483
Slovenia,SVN,2018,2073894.0,102.992292564709,54.541,45.459,100.0,20.6,100.0,15.3301
Slovenia,SVN,2019,2088385.0,103.711934605987,54.822,45.178,100.0,20.9,100.0,14.8845
Slovenia,SVN,2020,2102419.0,104.408881428657,55.118,44.882,100.0,22.7,100.0,13.5479
Spain,ESP,2008,45954106.0,92.1293223736969,77.976,22.024,100.0,9.7,100.0,342.716
Spain,ESP,2009,46362946.0,92.9750651746681,78.21,21.79,100.0,12.2,100.0,303.4514
Spain,ESP,2010,46576897.0,93.1519309613808,78.442,21.558,100.0,14.4,100.0,290.5488
Spain,ESP,2011,46742697.0,93.5078358806114,78.673,21.327,100.0,14.7,100.0,292.657
Spain,ESP,2012,46773055.0,93.5068371284061,78.902,21.098,100.0,15.8,100.0,286.6176
Spain,ESP,2013,46620045.0,93.2009456028468,79.133,20.867,100.0,16.9,100.0,259.9319
Spain,ESP,2014,46480882.0,92.9227364506907,79.366,20.634,100.0,17.3,100.0,257.3207
Spain,ESP,2015,46444832.0,92.9526859210545,79.602,20.398,100.0,16.3,100.0,273.2968
Spain,ESP,2016,46484062.0,93.0492629572988,79.84,20.16,100.0,16.7,100.0,264.5244
Spain,ESP,2017,46593236.0,93.2709101549633,80.08,19.92,100.0,15.2,100.0,281.0535
Spain,ESP,2018,46797754.0,93.6697920792501,80.321,19.679,100.0,16.9,100.0,274.3705
Spain,ESP,2019,47134837.0,94.3508089023978,80.565,19.435,100.0,16.7,100.0,257.113
Spain,ESP,2020,47365655.0,94.815383748924,80.81,19.19,100.0,19.3,100.0,216.9768
Sweden,SWE,2008,9219637.0,22.6337796193202,84.746,15.254,100.0,43.2,100.0,52.1376
Sweden,SWE,2009,9298515.0,22.8274214371936,84.902,15.098,100.0,45.7,100.0,47.5792
Sweden,SWE,2010,9378126.0,23.0228627359425,85.056,14.944,100.0,44.7,100.0,53.5567
Sweden,SWE,2011,9449213.0,23.1973780115221,85.297,14.703,100.0,45.4,100.0,49.2663
Sweden,SWE,2012,9519374.0,23.3696200002111,85.62,14.38,100.0,48.3,100.0,46.874
Sweden,SWE,2013,9600379.0,23.5684835040631,85.936,14.064,100.0,47.3,100.0,45.1071
Sweden,SWE,2014,9696110.0,23.8034986523533,86.247,13.753,100.0,48.6,100.0,43.786
Sweden,SWE,2015,9799186.0,24.0582617728817,86.553,13.447,100.0,51.9,100.0,44.1553
Sweden,SWE,2016,9923085.0,24.362449750883,86.852,13.148,100.0,50.9,100.0,43.6925
Sweden,SWE,2017,10057698.0,24.6929419766692,87.146,12.854,100.0,51.8,100.0,43.3125
Sweden,SWE,2018,10175214.0,24.9814588688378,87.431,12.569,100.0,51.6,100.0,40.9315
Sweden,SWE,2019,10278887.0,25.2378879395011,87.708,12.292,100.0,52.9,100.0,40.2031
Sweden,SWE,2020,10353442.0,25.4209438224317,87.977,12.023,100.0,57.8,100.0,39.0794
Switzerland,CHE,2008,7647675.0,193.541360670795,73.556,26.444,100.0,19.6,100.0,45.9985
Switzerland,CHE,2009,7743831.0,195.977767173332,73.581,26.419,100.0,20.0,100.0,44.6352
Switzerland,CHE,2010,7824909.0,198.032658685794,73.607,26.393,100.0,20.6,100.0,46.3149
Switzerland,CHE,2011,7912398.0,200.249864435738,73.631,26.369,100.0,20.6,100.0,42.2793
Switzerland,CHE,2012,7996861.0,202.390548012367,73.653,26.347,100.0,21.9,100.0,43.5915
Switzerland,CHE,2013,8089346.0,204.734336607627,73.674,26.326,100.0,21.8,100.0,44.601
Switzerland,CHE,2014,8188649.0,207.250751433234,73.696,26.304,100.0,22.2,100.0,40.8946
Switzerland,CHE,2015,8282396.0,209.626620751132,73.718,26.282,100.0,23.9,100.0,40.2179
Switzerland,CHE,2016,8373338.0,211.931572125581,73.739,26.261,100.0,24.1,100.0,40.7745
Switzerland,CHE,2017,8451840.0,213.918480127503,73.761,26.239,100.0,25.0,100.0,39.7921
Switzerland,CHE,2018,8514329.0,215.500094533915,73.797,26.203,100.0,24.2,100.0,38.4872
Switzerland,CHE,2019,8575280.0,217.042781721823,73.849,26.151,100.0,24.8,100.0,38.3837
Switzerland,CHE,2020,8638167.0,218.63446962171,73.915,26.085,100.0,26.4,100.0,35.8595
Thailand,THA,2008,67619830.0,132.356926148486,41.242,58.758,94.8,22.6,70.5,238.3048
Thailand,THA,2009,68121080.0,133.338057116013,42.543,57.457,99.0,22.8,71.55,231.4285
Thailand,THA,2010,68579447.0,134.235250249564,43.856,56.144,99.7,22.8,72.8,245.6832
Thailand,THA,2011,69007208.0,135.072536162383,44.698,55.302,99.3,23.0,74.0,246.0704
Thailand,THA,2012,69436098.0,135.912031944254,45.445,54.555,99.1,23.6,75.3,264.102
Thailand,THA,2013,69845114.0,136.712626984282,46.193,53.807,99.4,23.2,76.4,275.3196
Thailand,THA,2014,70216367.0,137.439305917125,46.943,53.057,99.5,24.4,77.4,271.7352
Thailand,THA,2015,70540795.0,138.07433106931,47.694,52.306,99.6,22.6,78.7,279.0886
Thailand,THA,2016,70859841.0,138.698821664155,48.448,51.552,99.9,22.4,79.8,275.3767
Thailand,THA,2017,71160187.0,139.286709467791,49.2,50.8,99.9,22.2,81.0,274.037
Thailand,THA,2018,71376079.0,139.709289670966,49.949,50.051,99.8,23.7,82.2,271.251
Thailand,THA,2019,71522271.0,139.995441288731,50.692,49.308,99.9,23.9,83.1,281.5515
Thailand,THA,2020,71641484.0,140.228785061364,51.43,48.57,100.0,20.9,84.3,274.2991
Turkiye,TUR,2008,71051678.0,92.3192677000637,69.651,30.349,99.7,12.5,93.8,299.0327
Turkiye,TUR,2009,72039206.0,93.6023881605447,70.241,29.759,99.7,13.1,94.0,301.4417
Turkiye,TUR,2010,73142150.0,95.0354715902447,70.825,29.175,100.0,14.2,94.2,312.2163
Turkiye,TUR,2011,74223629.0,96.4406649948677,71.402,28.598,100.0,12.7,94.5,332.7711
Turkiye,TUR,2012,75175827.0,97.6778802801346,71.974,28.026,100.0,13.0,94.6,344.1787
Turkiye,TUR,2013,76147624.0,98.9405610488157,72.531,27.469,100.0,13.8,94.7,334.1108
Turkiye,TUR,2014,77181884.0,100.284401595572,73.077,26.923,100.0,11.5,94.8,355.6857
Turkiye,TUR,2015,78218479.0,101.631276067721,73.611,26.389,100.0,13.3,94.8,368.3596
Turkiye,TUR,2016,79277962.0,103.007889505347,74.134,25.866,100.0,13.2,95.0,392.3754
Turkiye,TUR,2017,80312698.0,104.352348531112,74.644,25.356,100.0,11.4,95.0,434.0801
Turkiye,TUR,2018,81407204.0,105.774468250978,75.143,24.857,100.0,11.8,95.1,430.3928
Turkiye,TUR,2019,82579440.0,107.297584553617,75.63,24.37,100.0,14.1,95.2,415.2444
Turkiye,TUR,2020,83384680.0,108.343853540013,76.105,23.895,100.0,13.7,95.3,425.093
Ukraine,UKR,2008,46819175.0,80.8174670303114,68.325,31.675,99.8,2.7,94.2,347.5183
Ukraine,UKR,2009,46623731.0,80.480099081682,68.502,31.498,99.9,3.0,94.3,288.222
Ukraine,UKR,2010,46456003.0,80.190573430919,68.596,31.404,100.0,2.9,94.55,309.2208
Ukraine,UKR,2011,46307853.0,79.9348425740523,68.689,31.311,100.0,2.7,94.6,326.936
Ukraine,UKR,2012,46210056.0,79.7660291376096,68.782,31.218,99.9,2.9,94.9,318.8237
Ukraine,UKR,2013,46126770.0,79.6222640336947,68.875,31.125,100.0,3.5,95.0,308.9306
Ukraine,UKR,2014,45972380.0,79.3598715669181,68.968,31.032,100.0,3.5,95.1,265.0329
Ukraine,UKR,2015,45784896.0,79.0362271055948,69.061,30.939,100.0,4.2,95.3,221.5948
Ukraine,UKR,2016,45616832.0,78.7461064406429,69.154,30.846,100.0,5.5,95.2,221.9612
Ukraine,UKR,2017,45436041.0,78.432661833247,69.246,30.754,100.0,6.5,95.1,200.128
Ukraine,UKR,2018,45208907.0,78.0271090783569,69.352,30.648,100.0,6.9,95.3,213.6814
Ukraine,UKR,2019,44957458.0,77.5931273731446,69.473,30.527,100.0,7.4,95.2,201.5269
Ukraine,UKR,2020,44680014.0,77.1142802899551,69.608,30.392,100.0,8.7,95.1,192.0138
United Kingdom,GBR,2008,61806995.0,255.474703426611,80.757,19.243,100.0,2.4,100.0,531.3931
United Kingdom,GBR,2009,62276270.0,257.414417393461,81.031,18.969,100.0,3.0,100.0,481.789
United Kingdom,GBR,2010,62766365.0,259.440189310958,81.302,18.698,100.0,3.2,100.0,497.6151
United Kingdom,GBR,2011,63258810.0,261.475674781962,81.57,18.43,100.0,4.0,100.0,457.8869
United Kingdom,GBR,2012,63700215.0,263.300190137643,81.837,18.163,100.0,4.2,100.0,480.7009
United Kingdom,GBR,2013,64128273.0,265.069536642831,82.102,17.898,100.0,5.2,100.0,467.4401
United Kingdom,GBR,2014,64602298.0,267.028884388046,82.365,17.635,100.0,6.6,100.0,428.9045
United Kingdom,GBR,2015,65116219.0,269.153139337825,82.626,17.374,100.0,7.7,100.0,414.2155
United Kingdom,GBR,2016,65611593.0,271.200731616583,82.886,17.114,100.0,7.7,100.0,394.1968
United Kingdom,GBR,2017,66058859.0,273.049472988054,83.143,16.857,100.0,8.8,100.0,379.2145
United Kingdom,GBR,2018,66460344.0,274.708981936924,83.398,16.602,100.0,10.2,100.0,373.3339
United Kingdom,GBR,2019,66836327.0,276.263080229819,83.652,16.348,100.0,11.4,100.0,357.881
United Kingdom,GBR,2020,67081234.0,277.27538544207,83.903,16.097,100.0,13.6,100.0,320.5414
United States,USA,2008,304093966.0,33.2436868537795,80.438,19.562,100.0,6.8,100.0,5689.6995
United States,USA,2009,306771529.0,33.5363992251367,80.606,19.394,100.0,7.3,100.0,5273.5107
United States,USA,2010,309327143.0,33.8157800778799,80.772,19.228,100.0,7.4,100.0,5521.9663
United States,USA,2011,311583481.0,34.0624439459432,80.944,19.056,100.0,8.4,100.0,5308.1164
United States,USA,2012,313877662.0,34.3132448275033,81.119,18.881,100.0,8.5,100.0,5088.2532
United States,USA,2013,316059947.0,34.5518131888554,81.299,18.701,100.0,8.9,100.0,5225.2858
United States,USA,2014,318386329.0,34.8061342979769,81.483,18.517,100.0,9.0,100.0,5244.399
United States,USA,2015,320738994.0,35.0633286762825,81.671,18.329,100.0,8.9,100.0,5133.5565
United States,USA,2016,323071755.0,35.3183471405052,81.862,18.138,100.0,9.3,100.0,5029.157
United States,USA,2017,325122128.0,35.5424948236771,82.058,17.942,100.0,9.7,100.0,4959.6319
United States,USA,2018,326838199.0,35.7300964643583,82.256,17.744,100.0,9.9,100.0,5117.5686
United States,USA,2019,328329953.0,35.8931756713915,82.459,17.541,100.0,10.2,100.0,4966.9703
United States,USA,2020,331526933.0,36.2426709389095,82.664,17.336,100.0,11.0,100.0,4466.7314
Russian Federation,RUS,2008,142742366.0,8.71609568861449,73.598,26.402,98.3,3.3,99.7,1744.612
Russian Federation,RUS,2009,142785348.0,8.71872024385612,73.642,26.358,98.4,3.6,99.7,1642.9749
Russian Federation,RUS,2010,142849468.0,8.72263552192818,73.687,26.313,99.3,3.3,99.6,1719.8096
Russian Federation,RUS,2011,143018195.0,8.73293828429975,73.732,26.268,99.2,3.2,99.6,1806.4603
Russian Federation,RUS,2012,143378447.0,8.75493589434367,73.791,26.209,100.0,3.2,99.5,1793.6343
Russian Federation,RUS,2013,143805638.0,8.78102091547408,73.863,26.137,100.0,3.6,99.5,1738.0707
Russian Federation,RUS,2014,144237223.0,8.80737424184231,73.95,26.05,100.0,3.3,99.6,1720.489
Russian Federation,RUS,2015,144640716.0,8.8320122221157,74.05,25.95,95.5,3.2,99.5,1726.8321
Russian Federation,RUS,2016,145015460.0,8.85489473873823,74.164,25.836,99.4,3.4,99.5,1700.3653
Russian Federation,RUS,2017,145293260.0,8.87185768709161,74.292,25.708,100.0,3.2,99.5,1730.5225
Russian Federation,RUS,2018,145398106.0,8.87825976514438,74.433,25.567,100.0,3.2,99.5,1806.8014
Russian Federation,RUS,2019,145453291.0,8.88162945666663,74.587,25.413,99.8,3.2,99.5,1877.0238
Russian Federation,RUS,2020,145245148.0,8.86891988517952,74.754,25.246,99.9,3.7,99.4,1789.2514
Indonesia,IDN,2008,240157903.0,127.912368929422,48.335,51.665,92.7,41.1,28.45,393.8964
Indonesia,IDN,2009,243220028.0,129.543311146252,49.134,50.866,93.6,38.2,34.2,409.8985
Indonesia,IDN,2010,246305322.0,131.186593584406,49.914,50.086,94.2,36.0,40.6,434.5687
Indonesia,IDN,2011,249470032.0,132.872174396105,50.595,49.405,94.8,32.4,46.6,496.3287
Indonesia,IDN,2012,252698525.0,134.591727167608,51.276,48.724,96.0,30.1,52.6,503.4282
Indonesia,IDN,2013,255852467.0,136.271572751061,51.955,48.045,96.5,30.6,58.1,469.3824
Indonesia,IDN,2014,258877399.0,137.882705314833,52.635,47.365,97.0,29.3,63.0,505.126
Indonesia,IDN,2015,261799249.0,139.438934572699,53.313,46.687,97.5,26.6,67.3,512.105
Indonesia,IDN,2016,264627418.0,140.945267664402,53.989,46.011,97.6,27.8,71.6,506.2579
Indonesia,IDN,2017,267346658.0,142.393583234045,54.659,45.341,98.1,25.2,75.5,542.0537
Indonesia,IDN,2018,269951846.0,143.781152680745,55.325,44.675,98.5,22.0,78.9,596.9417
Indonesia,IDN,2019,272489381.0,145.132688936836,55.985,44.015,98.9,19.8,82.1,636.7911
Indonesia,IDN,2020,274814866.0,146.371283592869,56.641,43.359,97.0,21.9,84.8,594.277
Iran,IRN,2008,75514204.0,46.3630025295317,69.458,30.542,98.8,0.7,96.5,549.7509
Iran,IRN,2009,76457825.0,46.9423518504875,70.045,29.955,99.7,0.8,96.8,571.3448
Iran,IRN,2010,77420842.0,47.5336096171321,70.626,29.374,99.4,0.9,96.9,574.6116
Iran,IRN,2011,78383598.0,48.1247071391734,71.2,28.8,99.5,0.9,97.0,584.0948
Iran,IRN,2012,79370580.0,48.7306785530097,71.755,28.245,99.5,0.9,97.1,591.1841
Iran,IRN,2013,80414686.0,49.3717220462192,72.295,27.705,99.8,1.0,97.1,611.3338
Iran,IRN,2014,81502045.0,50.0393213241976,72.83,27.17,100.0,0.9,97.1,635.1866
Iran,IRN,2015,82619362.0,50.7253137356025,73.358,26.642,100.0,0.9,97.1,628.8444
Iran,IRN,2016,83812228.0,51.4576905130283,73.88,26.12,100.0,1.0,97.0,641.4569
Iran,IRN,2017,85026754.0,52.4047790446841,74.394,25.606,99.9,1.0,96.8,664.8995
Iran,IRN,2018,86117998.0,53.0773485362096,74.898,25.102,100.0,1.0,96.6,676.5598
Iran,IRN,2019,87051648.0,53.6527876733436,75.391,24.609,100.0,1.0,96.5,664.1015
Iran,IRN,2020,87723443.0,54.0668369799692,75.874,24.126,100.0,0.9,96.4,656.7982
Kazakhstan,KAZ,2008,16426525.0,6.08457421194948,56.682,43.318,100.0,1.1,90.5,253.123
Kazakhstan,KAZ,2009,16619846.0,6.15618253880061,56.755,43.245,100.0,1.3,91.2,225.3866
Kazakhstan,KAZ,2010,16836810.0,6.23654850538949,56.827,43.173,100.0,1.4,91.6,241.989
Kazakhstan,KAZ,2011,17066002.0,6.32144386413305,56.9,43.1,99.8,1.4,92.1,258.3271
Kazakhstan,KAZ,2012,17306106.0,6.4103811534615,56.973,43.027,100.0,1.3,92.4,256.2936
Kazakhstan,KAZ,2013,17556502.0,6.50313071822795,57.046,42.954,100.0,1.2,92.8,275.2521
Kazakhstan,KAZ,2014,17816285.0,6.5993573360003,57.118,42.882,100.0,1.3,93.0,228.4569
Kazakhstan,KAZ,2015,18084169.0,6.69858465755454,57.191,42.809,100.0,1.7,93.2,201.3691
Kazakhstan,KAZ,2016,18363600.0,6.80208912101345,57.264,42.736,100.0,2.1,93.4,211.5262
Kazakhstan,KAZ,2017,18651931.0,6.90889024706449,57.336,42.664,100.0,2.0,93.4,224.3208
Kazakhstan,KAZ,2018,18932727.0,7.01290032225803,57.428,42.572,100.0,1.9,93.4,225.9918
Kazakhstan,KAZ,2019,19209555.0,7.11544060451161,57.54,42.46,100.0,1.9,93.4,214.6891
Kazakhstan,KAZ,2020,19482117.0,7.21640071119013,57.671,42.329,100.0,1.8,93.5,222.677
Bolivia,BOL,2008,9850858.0,9.09337948859965,65.535,34.465,84.7,21.3,72.9,12.7492
Bolivia,BOL,2009,10016275.0,9.24607680236315,65.984,34.016,86.8,20.6,74.4,13.5964
Bolivia,BOL,2010,10182345.0,9.39937690390474,66.43,33.57,88.0,19.9,75.8,14.7076
Bolivia,BOL,2011,10348929.0,9.55315148158405,66.874,33.126,88.3,18.1,77.2,16.0021
Bolivia,BOL,2012,10515807.0,9.7071974522293,67.315,32.685,90.4,17.4,78.6,16.9694
Bolivia,BOL,2013,10682608.0,9.86117234376442,67.699,32.301,89.5,16.0,79.9,18.024
Bolivia,BOL,2014,10848888.0,10.0146662974245,68.047,31.953,90.0,15.0,81.2,19.309
Bolivia,BOL,2015,11014705.0,10.1677328533186,68.393,31.607,91.5,14.2,82.35,19.8345
Bolivia,BOL,2016,11180020.0,10.3203360103388,68.738,31.262,91.8,13.6,83.5,21.2787
Bolivia,BOL,2017,11344587.0,10.4722486845749,69.08,30.92,91.8,14.3,84.6,21.648
Bolivia,BOL,2018,11508368.0,10.6234357980246,69.425,30.575,92.8,14.3,85.6,21.851
Bolivia,BOL,2019,11671386.0,10.7739185821102,69.773,30.227,95.1,13.5,86.6,21.8707
Bolivia,BOL,2020,11816299.0,10.9076885442629,70.123,29.877,97.2,16.9,87.4,18.4606
Uruguay,URY,2008,3302177.0,18.8674265798194,93.998,6.002,98.8,44.1,100.0,7.8669
Uruguay,URY,2009,3310091.0,18.9126442692264,94.209,5.791,99.1,44.6,100.0,7.7867
Uruguay,URY,2010,3318580.0,18.9611472974517,94.414,5.586,99.3,53.3,100.0,6.4131
Uruguay,URY,2011,3326825.0,19.0082561992915,94.612,5.38800000000001,99.2,49.7,100.0,7.7424
Uruguay,URY,2012,3335401.0,19.0572563135642,94.739,5.261,99.6,47.9,100.0,8.8178
Uruguay,URY,2013,3345337.0,19.1140269683465,94.843,5.157,99.6,51.9,100.0,7.5959
Uruguay,URY,2014,3356334.0,19.1768597874529,94.945,5.05500000000001,99.7,56.7,100.0,6.6612
Uruguay,URY,2015,3368017.0,19.2436121586104,95.045,4.955,99.7,59.4,100.0,6.837
Uruguay,URY,2016,3379283.0,19.3079819449206,95.144,4.85599999999999,99.7,60.3,100.0,6.7355
Uruguay,URY,2017,3388438.0,19.3602902525426,95.24,4.76000000000001,99.8,60.8,100.0,6.341
Uruguay,URY,2018,3394534.0,19.3951205576506,95.334,4.666,99.8,60.8,100.0,6.8315
Uruguay,URY,2019,3397206.0,19.4103873842989,95.426,4.574,99.9,59.3,100.0,7.1178
Uruguay,URY,2020,3398968.0,19.4204548051651,95.515,4.485,100.0,61.2,100.0,6.8958
Panama,PAN,2008,3500648.0,47.0896959913909,64.56,35.44,86.3,23.4,100.0,7.2555
Panama,PAN,2009,3564381.0,47.9470137207425,64.851,35.149,87.0,20.4,100.0,8.6731
Panama,PAN,2010,3628535.0,48.8099946193167,65.14,34.86,86.9,20.6,100.0,9.1776
Panama,PAN,2011,3693505.0,49.6839521119182,65.437,34.563,88.6,19.7,100.0,9.9955
Panama,PAN,2012,3759256.0,50.5684153887544,65.741,34.259,89.3,21.2,100.0,10.4516
Panama,PAN,2013,3825329.0,51.4572101156847,66.052,33.948,89.1,20.7,100.0,10.2621
Panama,PAN,2014,3892101.0,52.5108067997841,66.371,33.629,90.8,19.8,100.0,10.7718
Panama,PAN,2015,3960035.0,53.4273475445224,66.696,33.304,91.6,22.0,100.0,10.6311
Panama,PAN,2016,4029086.0,54.3589584457636,67.027,32.973,92.4,22.1,100.0,10.6644
Panama,PAN,2017,4098707.0,55.298259579061,67.365,32.635,93.7,23.6,100.0,10.1457
Panama,PAN,2018,4167860.0,56.1857643569695,67.709,32.291,93.8,24.5,100.0,9.9267
Panama,PAN,2019,4234700.0,57.0868158533297,68.059,31.941,93.9,19.0,100.0,13.1056
Panama,PAN,2020,4293261.0,57.87626045,68.414,31.586,95.3,28.5,100.0,9.5971
Bulgaria,BGR,2008,7492561.0,68.98592211,71.622,28.378,92.3,9.9,94.236,54.4064
Bulgaria,BGR,2009,7444443.0,68.5744565217391,71.963,28.037,92.9,11.6,94.691,46.4564
Bulgaria,BGR,2010,7395599.0,68.1245302137067,72.302,27.698,93.5,14.3,95.177,49.4329
Bulgaria,BGR,2011,7348328.0,67.6890935887988,72.638,27.362,94.1,13.2,95.582,54.7156
Bulgaria,BGR,2012,7305888.0,67.2981577008106,72.975,27.025,94.7,15.6,95.955,49.871
Bulgaria,BGR,2013,7265115.0,66.922577376566,73.313,26.687,95.3,18.2,96.364,44.4068
Bulgaria,BGR,2014,7223938.0,66.5432756079587,73.651,26.349,95.9,17.1,96.714,47.2492
Bulgaria,BGR,2015,7177991.0,66.1200350036846,73.99,26.01,96.6,17.9,97.009,49.7792
Bulgaria,BGR,2016,7127822.0,65.6579034635225,74.329,25.671,97.3,17.7,97.3,47.0982
Bulgaria,BGR,2017,7075947.0,65.1800571112749,74.669,25.331,98.1,17.1,97.536,49.2263
Bulgaria,BGR,2018,7025037.0,64.7110998526161,75.008,24.992,98.7,19.6,97.755,46.2676
Bulgaria,BGR,2019,6975761.0,64.2571941783346,75.347,24.653,99.2,19.3,97.945,44.5676
Bulgaria,BGR,2020,6934015.0,63.8726510685335,75.686,24.314,99.7,21.1,98.1,39.3622
El Salvador,SLV,2008,6029297.0,290.989237451737,63.678,36.322,91.0,31.5,73.1,7.0862
El Salvador,SLV,2009,6048279.0,291.905357142857,64.57,35.43,91.1,32.2,75.2,6.8948
El Salvador,SLV,2010,6068249.0,292.86916023166,65.452,34.548,91.6,32.6,77.0,6.7208
El Salvador,SLV,2011,6090127.0,293.925048262548,66.325,33.675,92.6,29.5,78.6,7.0198
El Salvador,SLV,2012,6113975.0,295.076013513513,67.187,32.813,93.7,30.3,80.4,6.9949
El Salvador,SLV,2013,6138839.0,296.276013513514,68.036,31.964,95.0,27.5,82.1,6.6284
El Salvador,SLV,2014,6162955.0,297.439913127413,68.874,31.126,95.1,24.0,83.8,6.8083
El Salvador,SLV,2015,6183676.0,298.439961389961,69.7,30.3,95.4,21.0,85.3,7.2629
El Salvador,SLV,2016,6200800.0,299.266409266409,70.501,29.499,96.0,20.7,87.0,7.3236
El Salvador,SLV,2017,6213533.0,299.880936293436,71.275,28.725,96.8,25.0,88.3,6.6285
El Salvador,SLV,2018,6219807.0,300.183735521236,72.023,27.977,97.0,23.2,89.7,7.1002
El Salvador,SLV,2019,6222318.0,300.304922779923,72.746,27.254,97.4,19.4,90.9,8.1035
El Salvador,SLV,2020,6234673.0,300.901206563707,73.444,26.556,99.7,23.7,91.9,6.6591
Iceland,ISL,2008,317414.0,3.16622443890274,93.395,6.605,100.0,74.0,100.0,3.7862
Iceland,ISL,2009,318499.0,3.17704738154613,93.511,6.489,100.0,74.7,100.0,3.8286
Iceland,ISL,2010,318041.0,3.17247880299252,93.574,6.426,100.0,76.0,100.0,3.7373
Iceland,ISL,2011,319014.0,3.18218453865337,93.587,6.413,100.0,77.1,100.0,3.6033
Iceland,ISL,2012,320716.0,3.19916209476309,93.6,6.40000000000001,100.0,77.7,100.0,3.6509
Iceland,ISL,2013,323764.0,3.22956608478803,93.633,6.367,100.0,76.8,100.0,3.7362
Iceland,ISL,2014,327386.0,3.2656957605985,93.667,6.333,100.0,77.6,100.0,3.5613
Iceland,ISL,2015,330815.0,3.29990024937656,93.7,6.3,100.0,78.0,100.0,3.6549
Iceland,ISL,2016,335439.0,3.34602493765586,93.735,6.265,100.0,80.9,100.0,3.2142
Iceland,ISL,2017,343400.0,3.42543640897756,93.773,6.227,100.0,80.8,100.0,3.3148
Iceland,ISL,2018,352721.0,3.49817514628583,93.813,6.187,100.0,81.4,100.0,3.2955
Iceland,ISL,2019,360563.0,3.5759496181692,93.855,6.145,100.0,81.7,100.0,3.1653
Iceland,ISL,2020,366463.0,3.63446394922146,93.898,6.102,100.0,82.9,100.0,3.0602
Moldova,MDA,2008,2868833.0,99.8653879625439,42.682,57.318,99.1,4.9,89.0,7.7632
Moldova,MDA,2009,2865213.0,99.739374107982,42.651,57.349,99.2,4.8,90.7,7.6323
Moldova,MDA,2010,2862354.0,99.7787848154216,42.62,57.38,99.3,20.0,92.0,8.3894
Moldova,MDA,2011,2860699.0,99.7210931780946,42.589,57.411,99.4,20.4,93.1,8.4266
Moldova,MDA,2012,2860324.0,99.6732759521901,42.558,57.442,99.5,22.1,94.1,8.2455
Moldova,MDA,2013,2859558.0,99.5771842462653,42.527,57.473,99.6,23.8,94.9,7.3433
Moldova,MDA,2014,2857815.0,99.5164884911377,42.496,57.504,99.8,24.3,95.65,7.885
Moldova,MDA,2015,2835978.0,98.7560678343838,42.49,57.51,99.9,24.7,96.1,8.1636
Moldova,MDA,2016,2803186.0,97.614165825121,42.511,57.489,99.9,25.3,96.6,8.3042
Moldova,MDA,2017,2755189.0,95.9093883802694,42.557,57.443,100.0,26.1,96.8,8.1896
Moldova,MDA,2018,2707203.0,94.2543946689506,42.629,57.371,100.0,25.3,97.0,8.7553
Moldova,MDA,2019,2664224.0,92.756093569939,42.726,57.274,100.0,22.0,97.3,9.0374
Moldova,MDA,2020,2635130.0,91.7473260542588,42.849,57.151,100.0,22.3,97.4,8.7757
Slovak Republic,SVK,2008,5379233.0,111.834365904366,55.111,44.889,100.0,7.6,100.0,40.6952
Slovak Republic,SVK,2009,5386406.0,112.006778956124,54.96,45.04,100.0,10.0,100.0,36.8926
Slovak Republic,SVK,2010,5391428.0,112.108876920838,54.685,45.315,100.0,10.3,100.0,39.3279
Slovak Republic,SVK,2011,5398384.0,112.260522375645,54.42,45.58,100.0,10.4,100.0,37.5573
Slovak Republic,SVK,2012,5407579.0,112.451734320413,54.28,45.72,100.0,10.5,100.0,35.8384
Slovak Republic,SVK,2013,5413393.0,112.572637664282,54.14,45.86,100.0,10.7,100.0,36.1493
Slovak Republic,SVK,2014,5418649.0,112.700686356073,54.0,46.0,100.0,12.2,100.0,33.6589
Slovak Republic,SVK,2015,5423801.0,112.803148787488,53.889,46.111,100.0,13.4,100.0,34.1112
Slovak Republic,SVK,2016,5430798.0,112.953369384359,53.806,46.194,100.0,13.1,100.0,35.0566
Slovak Republic,SVK,2017,5439232.0,113.128785357737,53.751,46.249,100.0,12.4,100.0,37.3056
Slovak Republic,SVK,2018,5446771.0,113.285586522463,53.726,46.274,100.0,12.4,100.0,36.6487
Slovak Republic,SVK,2019,5454147.0,113.43899750416,53.729,46.271,100.0,17.6,100.0,34.4752
