Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,6.6,7.7,9,10.5,11.9,13.5,15.1,16.6,18.3,19.9,21.3,22.9,24.5,26.1,27.6,28.8,30.3,31.4,32.6,33.8,34.9,36.1,..,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,9.3,14.1,19,23.8,28.7,33.5,38.4,42.4,48.3,42.7,43.2,69.1,68,89.5,71.5,97.7,97.7,93.4,97.7,97.7,97.7,85.3,85.3,..
Afghanistan,AFG,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-21.3800895564922,..,..,..
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-19.5057334581634,..,..,..
Afghanistan,AFG,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.11197468229547,1.29740230580947,1.46592765659798,1.24062859982101,0.938296470912142,0.799647955025219,1.02531754161446,1.04582627852423,0.934205027426437,1.27787052218331,1.29099527213206,1.14251585292128,1.22212443671311,..,..,..
Afghanistan,AFG,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.79568665407135,0.756950756172673,0.589740036473631,0.734971099562116,0.559936835627648,0.581684845396974,0.434262772237832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.229864313968114,0.292788387305452,0.24423933475877,0.211376075412044,0.211412619283081,0.216608987713022,0.232761963456803,0.284781431086284,0.229821540745866,0.237614661827017,0.269353221331058,0.237958189733028,0.3177320549902,..,..,..
Afghanistan,AFG,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.84970079310724,1.96296414414561,1.84074983455878,1.61826599641607,1.69293949702269,1.61107465711173,1.22691425040073,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.270365440241896,0.359454023848009,0.386644007799435,0.380988095588488,0.335090541512718,0.315570916067545,0.290260984624591,0.363282086046627,0.3508791651862,0.40105296171908,0.370130823138395,0.243668382509913,0.335934934646957,..,..,..
Afghanistan,AFG,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.05401413903589,1.20601338797294,1.25100979808515,0.883294896853955,1.13300266139504,1.02938981171476,0.792651478162893,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0405011262737823,0.0666656365425573,0.142404673040665,0.169612020176444,0.121906983917408,0.0966641446262806,0.0559867833285066,0.0763640841889861,0.121057624440334,0.163438299892063,0.100777601807337,0.00571019277688492,0.0182028796567567,..,..,..
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7983102944344,-22.2363560541923,17.6981031760703,-5.10925115291374,14.7004462834181,-14.9163297643984,44.5629549189029,-6.3751344936499,-7.59232353439185,18.2247894586686,0.00526741377919393,-0.10070510676627,-5.65721785186237,5.97175186192254,6.41105900151825,-4.41531136727946,17.4598248147288,5.9423403878575,-9.7806339651292,-6.56407790334215,2.22486704408989,..
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6278918638443,37.4188554431481,29.7210671376957,31.114854912062,28.6359685844686,30.1050113574013,24.8922700059742,29.2975010547259,26.2100685374552,23.7436639877543,24.390873626371,22.8106627361766,22.1370413719574,20.6343227166798,25.7403140364582,26.4201990834448,22.0428967527575,25.7739707394105,29.9755825210461,33.5976188725451,33.7014323213923,34.7432471445174,..
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.06277418497479,1.08387778407405,1.14879987044521,1.26015533374911,1.29955091546628,1.24796031477155,1.23682356434084,1.21066682439397,1.45340839041635,1.57027733558107,1.56012530814648,1.81912199340186,1.85041610809792,1.63062825499929,1.35222310214753,1.28599605561151,1.28100106685679,1.21688003190737,1.03088788785848,1.21828650600076,1.00311205503699,0.858579971674956,0.801615649453169,0.799691682584541,0.875507599839358,0.992850232407107,1.17350167904529,1.12833137657324,1.09605661782509,1.17128862921411,1.22651036897702,1.10329595304358,..,..,..
Australia,AUS,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.326869405579189,0.266224968739661,0.298632833857397,0.301916131428671,0.383775353858568,0.450157996503571,0.272517600533525,0.317704126820347,0.288267649620721,0.200182802393951,0.256289677416252,0.286307008792512,0.299509937863265,0.237771638184726,0.201432847640026,0.199974609552752,0.192561868959503,0.19547506522132,0.240639908787959,0.241428420383055,0.259337230820475,0.232369949841421,0.180902841530338,0.19521794795423,0.166173630777717,0.182847484601931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149635326557385,0.124411410868125,..,..,..
Australia,AUS,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.06524582164713,2.15657151677754,2.40227720238545,2.13606369016622,3.61988338685695,3.61467268030351,2.31693627137774,1.75224523882955,1.93745113915161,2.01095162667744,2.46529955667392,1.63896496108539,1.97304063956335,1.51794704937728,1.41212930297155,1.84869074344325,1.3190393579813,1.25699724928425,1.24970661903116,1.19245576593835,1.22244836281692,1.10936076986253,0.973663561023167,0.866717800629704,0.838298227509251,1.4233453179063,1.21954582957992,1.2182718084888,1.15449154491772,1.27451430832021,1.85091148449415,2.29756892548088,2.92311466345161,3.02772526479076,1.74840682063014,2.6558085111214,3.04337330470446,1.93082144866115,1.7353128680778,1.80382133835781,1.2520373757635,1.67601428731361,1.78107791367354,2.38090217114557,2.38984306056167,3.06892268137174,6.22359525194266,..,..,..
